Farmer_ID,Farmer_Name,Village,District,State,Latitude,Longitude,Crop,Waste_Type,Waste_Weight_KG,Available_Date,Pickup_Time,Road_Access,Vehicle_Access,Moisture
FRM01194,Dinesh Lohar,Muzaffarabad,Saharanpur,Uttar Pradesh,29.717062,77.350043,Maize,Residue,832.9,2026-08-10,Afternoon,Yes,Tractor,14.9
FRM01195,Phool Soni,Pichhore,Gwalior,Madhya Pradesh,26.265657,78.110156,Wheat,Straw,704.1,2026-08-09,Morning,No,Tractor,8.4
FRM01196,Yogesh Lodhi,Awagarh,Etah,Uttar Pradesh,27.36831,78.725505,Cotton,Stalk,432.2,2026-07-25,Morning,No,Tractor,12.2
FRM01197,Rajesh Rajput,Sikandrabad,Bulandshahr,Uttar Pradesh,28.33668,77.923017,Wheat,Straw,245.0,2026-08-22,Evening,No,Tractor,24.1
FRM01198,Badri Baghel,Patara,Kanpur,Uttar Pradesh,26.229625,80.522302,Paddy,Straw,670.3,2026-08-11,Afternoon,Yes,Bullock Cart,22.0
FRM01199,Bharat Soni,Chhata,Mathura,Uttar Pradesh,27.41852,77.805229,Paddy,Straw,1787.4,2026-08-16,Evening,Yes,Tractor,10.5
FRM01200,Kailash Nishad,Bhadohi,Varanasi,Uttar Pradesh,25.518545,83.004614,Sugarcane,Bagasse,1357.0,2026-07-26,Evening,Yes,Pickup Van,12.8
FRM01201,Ramlal Khandelwal,Manak Nagar,Lucknow,Uttar Pradesh,26.514623,80.916973,Maize,Residue,892.9,2026-07-29,Afternoon,Yes,Pickup Van,9.1
FRM01202,Ramkumar Sahu,Bangra,Jhansi,Uttar Pradesh,25.631707,78.801631,Paddy,Straw,814.2,2026-07-26,Morning,Yes,Bullock Cart,14.7
FRM01203,Mahesh Dwivedi,Sahjanwa,Gorakhpur,Uttar Pradesh,26.435647,83.558309,Wheat,Straw,1201.1,2026-07-31,Morning,No,Tractor,24.8
FRM01204,Badri Baghel,Sikandrabad,Bulandshahr,Uttar Pradesh,28.431212,77.747048,Mustard,Stalk,544.1,2026-08-08,Afternoon,No,Bullock Cart,9.4
FRM01205,Bankey Lohar,Mullanpur,Ludhiana,Punjab,30.888015,76.112741,Cotton,Stalk,459.2,2026-08-15,Evening,Yes,Mini Truck,10.6
FRM01206,Ravindra Agarwal,Barnahal,Mainpuri,Uttar Pradesh,27.243341,79.292009,Sugarcane,Bagasse,857.9,2026-08-09,Evening,No,Tractor,16.7
FRM01207,Omprakash Bind,Sultanganj,Mainpuri,Uttar Pradesh,27.221778,79.295911,Wheat,Straw,1599.4,2026-08-01,Afternoon,No,Bullock Cart,23.0
FRM01208,Chandrabhan Yadav,Vidhnu,Kanpur,Uttar Pradesh,26.277482,80.437342,Wheat,Straw,300.1,2026-08-09,Evening,Yes,Tractor,10.8
FRM01209,Giridhar Rai,Sarojini Nagar,Lucknow,Uttar Pradesh,26.898433,80.826777,Bajra,Residue,467.2,2026-08-03,Morning,Yes,Bullock Cart,14.3
FRM01210,Naresh Mishra,Bansgaon,Gorakhpur,Uttar Pradesh,26.438264,83.59132,Wheat,Straw,1638.4,2026-08-13,Afternoon,Yes,Pickup Van,13.7
FRM01211,Ramesh Baghel,Akola,Agra,Uttar Pradesh,27.167702,77.894412,Sugarcane,Bagasse,456.9,2026-08-19,Evening,No,Bullock Cart,24.5
FRM01212,Ganesh Sharma,Jawan,Aligarh,Uttar Pradesh,27.719126,78.285743,Cotton,Stalk,196.3,2026-08-03,Afternoon,Yes,Bullock Cart,10.8
FRM01213,Dinesh Kumhar,Handia,Prayagraj,Uttar Pradesh,25.492505,81.728552,Mustard,Stalk,841.8,2026-08-02,Evening,Yes,Pickup Van,16.3
FRM01214,Yogesh Chauhan,Jansath,Muzaffarnagar,Uttar Pradesh,29.691988,77.803301,Paddy,Straw,1441.7,2026-08-09,Evening,Yes,Tractor,16.8
FRM01215,Hariom Agarwal,Thakurdwara,Moradabad,Uttar Pradesh,28.730346,78.473153,Bajra,Residue,437.0,2026-08-20,Afternoon,Yes,Bullock Cart,19.1
FRM01216,Ramlal Gupta,Amroha,Moradabad,Uttar Pradesh,28.886358,78.961997,Paddy,Straw,294.0,2026-07-29,Morning,No,Tractor,22.9
FRM01217,Ravindra Agarwal,Charthawal,Muzaffarnagar,Uttar Pradesh,29.396367,77.841881,Maize,Residue,709.5,2026-08-14,Evening,No,Bullock Cart,10.1
FRM01218,Umesh Shukla,Meham,Rohtak,Haryana,28.930894,76.743633,Wheat,Straw,873.0,2026-07-26,Morning,No,Bullock Cart,13.9
FRM01219,Surendra Mittal,Madanpur,Firozabad,Uttar Pradesh,27.211477,78.15223,Paddy,Straw,723.1,2026-08-07,Evening,Yes,Bullock Cart,24.4
FRM01220,Manish Nishad,Tappal,Aligarh,Uttar Pradesh,27.968748,78.011227,Wheat,Straw,1050.8,2026-07-29,Morning,No,Tractor,24.8
FRM01221,Arvind Agrawal,Doraha,Ludhiana,Punjab,31.167803,75.681579,Paddy,Straw,214.8,2026-08-04,Evening,Yes,Tractor,14.1
FRM01222,Ravindra Kumhar,Araon,Firozabad,Uttar Pradesh,27.07303,78.395118,Cotton,Stalk,1043.6,2026-08-02,Evening,Yes,Mini Truck,20.6
FRM01223,Lalit Sonar,Meham,Rohtak,Haryana,28.965955,76.808897,Sugarcane,Bagasse,1522.5,2026-08-11,Afternoon,Yes,Tractor,17.3
FRM01224,Vijay Agarwal,Jasra,Prayagraj,Uttar Pradesh,25.494757,81.627213,Mustard,Stalk,922.7,2026-08-01,Afternoon,No,Tractor,18.3
FRM01225,Yogesh Kumar,Billari,Sambhal,Uttar Pradesh,28.723373,78.385063,Wheat,Straw,640.9,2026-07-26,Morning,No,Bullock Cart,17.0
FRM01226,Phool Soni,Kakori,Lucknow,Uttar Pradesh,27.238277,80.842079,Sugarcane,Bagasse,1829.1,2026-07-25,Evening,Yes,Pickup Van,24.0
FRM01227,Umesh Prajapati,Bewar,Mainpuri,Uttar Pradesh,27.261423,78.796828,Bajra,Residue,334.8,2026-08-03,Morning,No,Bullock Cart,19.2
FRM01228,Ramlal Dwivedi,Khurja,Bulandshahr,Uttar Pradesh,28.503645,78.046357,Cotton,Stalk,187.6,2026-08-09,Morning,Yes,Bullock Cart,19.0
FRM01229,Yogendra Soni,Iglas,Aligarh,Uttar Pradesh,27.861949,78.218176,Mustard,Stalk,283.7,2026-07-28,Afternoon,Yes,Mini Truck,10.8
FRM01230,Lokesh Kewat,Mahavan,Mathura,Uttar Pradesh,27.501018,77.662301,Paddy,Straw,1432.5,2026-08-02,Morning,Yes,Mini Truck,20.9
FRM01231,Ramkumar Bind,Aliganj,Etah,Uttar Pradesh,27.589872,78.498537,Sugarcane,Bagasse,1344.4,2026-08-05,Morning,Yes,Tractor,21.4
FRM01232,Umesh Maheshwari,Sahnewal,Ludhiana,Punjab,30.996831,76.013225,Maize,Residue,848.7,2026-08-23,Evening,Yes,Tractor,16.1
FRM01233,Shyamlal Dubey,Itaunja,Lucknow,Uttar Pradesh,26.983731,80.582001,Paddy,Straw,504.2,2026-08-18,Evening,No,Tractor,18.8
FRM01234,Surendra Rajput,Patiali,Firozabad,Uttar Pradesh,27.358303,78.307702,Maize,Residue,642.2,2026-07-31,Morning,Yes,Tractor,18.9
FRM01235,Manish Mallah,Sonkh,Mathura,Uttar Pradesh,27.40601,77.528498,Wheat,Straw,1699.4,2026-08-21,Afternoon,Yes,Pickup Van,24.5
FRM01236,Kamlesh Rastogi,Nichlaul,Gorakhpur,Uttar Pradesh,26.84097,83.445408,Sugarcane,Bagasse,1237.7,2026-07-28,Evening,Yes,Pickup Van,20.9
FRM01237,Rakesh Bajpai,Sardhana,Meerut,Uttar Pradesh,28.779573,77.657771,Mustard,Stalk,149.4,2026-07-29,Evening,Yes,Tractor,13.1
FRM01238,Rajkumar Garg,Fatehpur,Saharanpur,Uttar Pradesh,29.901067,77.587289,Wheat,Straw,1071.8,2026-08-07,Morning,Yes,Tractor,20.6
FRM01239,Surendra Joshi,Saiyan,Agra,Uttar Pradesh,27.335268,78.193582,Mustard,Stalk,426.3,2026-08-02,Afternoon,Yes,Tractor,9.6
FRM01240,Surendra Mittal,Bansgaon,Gorakhpur,Uttar Pradesh,26.816423,83.403361,Mustard,Stalk,595.2,2026-08-21,Morning,No,Bullock Cart,17.2
FRM01241,Shyamlal Yadav,Chiraigaon,Varanasi,Uttar Pradesh,25.561239,82.811259,Mustard,Stalk,777.1,2026-08-23,Afternoon,Yes,Tractor,8.7
FRM01242,Harishchandra Vishwakarma,Dhanipur,Aligarh,Uttar Pradesh,28.204775,78.17214,Sugarcane,Bagasse,749.3,2026-08-11,Morning,Yes,Tractor,18.0
FRM01243,Ramesh Bansal,Bahjoi,Moradabad,Uttar Pradesh,29.092892,78.967683,Paddy,Straw,1333.1,2026-08-20,Evening,Yes,Bullock Cart,10.9
FRM01244,Ravi Rajput,Harahua,Varanasi,Uttar Pradesh,25.265654,83.325964,Sugarcane,Bagasse,704.4,2026-08-13,Evening,Yes,Pickup Van,15.3
FRM01245,Devendra Kumar,Bijauli,Aligarh,Uttar Pradesh,28.075165,78.058379,Wheat,Straw,610.7,2026-07-28,Evening,Yes,Mini Truck,22.6
FRM01246,Brijlal Sharma,Jandiala Guru,Amritsar,Punjab,31.539498,74.936051,Cotton,Stalk,734.3,2026-08-12,Morning,No,Tractor,21.8
FRM01247,Lokesh Mittal,Mawana,Meerut,Uttar Pradesh,28.984502,77.768163,Cotton,Stalk,246.3,2026-07-28,Evening,Yes,Tractor,11.7
FRM01248,Virendra Bansal,Baldeo,Mathura,Uttar Pradesh,27.585504,77.747767,Paddy,Straw,1236.7,2026-08-05,Afternoon,No,Tractor,10.1
FRM01249,Ajay Kashyap,Budhana,Muzaffarnagar,Uttar Pradesh,29.293265,77.413113,Paddy,Straw,765.1,2026-08-21,Evening,Yes,Mini Truck,22.8
FRM01250,Ravi Chaudhary,Govardhan,Mathura,Uttar Pradesh,27.687682,77.677452,Maize,Residue,1267.2,2026-08-10,Afternoon,Yes,Tractor,20.7
FRM01251,Omprakash Bajpai,Purqazi,Muzaffarnagar,Uttar Pradesh,29.605253,77.977193,Maize,Residue,841.4,2026-08-05,Afternoon,Yes,Mini Truck,18.0
FRM01252,Yogendra Kewat,Salempur,Hathras,Uttar Pradesh,27.692299,78.031078,Wheat,Straw,1823.9,2026-08-01,Evening,Yes,Tractor,8.3
FRM01253,Suresh Gupta,Badagaon,Jhansi,Uttar Pradesh,25.533275,78.677484,Sugarcane,Bagasse,1472.8,2026-08-15,Evening,Yes,Pickup Van,12.6
FRM01254,Giridhar Mallah,Bansgaon,Gorakhpur,Uttar Pradesh,26.871954,83.27479,Wheat,Straw,601.9,2026-08-23,Evening,No,Bullock Cart,24.3
FRM01255,Pramod Dwivedi,Sunaria,Rohtak,Haryana,28.806156,76.775658,Wheat,Straw,781.4,2026-07-30,Morning,Yes,Pickup Van,16.2
FRM01256,Chandrabhan Pathak,Bilari,Moradabad,Uttar Pradesh,28.822558,78.888926,Cotton,Stalk,1156.7,2026-08-05,Morning,Yes,Mini Truck,17.6
FRM01257,Dharmendra Verma,Nakur,Saharanpur,Uttar Pradesh,30.085769,77.39956,Sugarcane,Bagasse,1138.4,2026-08-11,Morning,Yes,Tractor,15.3
FRM01258,Bharat Joshi,Pilkhuwa,Meerut,Uttar Pradesh,29.075066,77.605669,Sugarcane,Bagasse,1555.6,2026-08-11,Afternoon,Yes,Tractor,9.7
FRM01259,Giridhar Pathak,Fatehganj,Bareilly,Uttar Pradesh,28.396873,79.437397,Wheat,Straw,1983.9,2026-08-22,Afternoon,Yes,Tractor,18.9
FRM01260,Ramnarayan Maheshwari,Saidabad,Prayagraj,Uttar Pradesh,25.562158,81.930455,Sugarcane,Bagasse,1369.5,2026-07-26,Afternoon,Yes,Mini Truck,20.9
FRM01261,Ramesh Kashyap,Hasanpur,Moradabad,Uttar Pradesh,29.174537,78.786724,Maize,Residue,1342.5,2026-08-10,Evening,Yes,Mini Truck,9.7
FRM01262,Rajkumar Srivastava,Pakwara,Moradabad,Uttar Pradesh,29.107065,78.656433,Cotton,Stalk,129.6,2026-08-14,Evening,Yes,Tractor,9.7
FRM01263,Ramlal Khandelwal,Modinagar,Meerut,Uttar Pradesh,29.105226,77.741642,Paddy,Straw,672.0,2026-08-08,Morning,Yes,Tractor,9.0
FRM01264,Rajkumar Bansal,Hapur,Meerut,Uttar Pradesh,28.891072,77.996459,Cotton,Stalk,1017.0,2026-08-06,Morning,Yes,Tractor,10.7
FRM01265,Virendra Garg,Sikandra Rao,Hathras,Uttar Pradesh,27.549622,78.078852,Paddy,Straw,446.0,2026-08-01,Evening,No,Tractor,9.8
FRM01266,Ajay Rastogi,Chauri Chaura,Gorakhpur,Uttar Pradesh,26.849073,83.296562,Sugarcane,Bagasse,1264.4,2026-08-07,Morning,Yes,Pickup Van,24.2
FRM01267,Omprakash Verma,Shamli,Muzaffarnagar,Uttar Pradesh,29.536263,77.985873,Paddy,Straw,672.9,2026-08-08,Morning,No,Tractor,21.1
FRM01268,Rajkumar Bind,Israna,Panipat,Haryana,29.420464,77.194466,Sugarcane,Bagasse,970.8,2026-08-16,Evening,No,Tractor,19.0
FRM01269,Jitendra Mishra,Gunnaur,Sambhal,Uttar Pradesh,28.613564,78.481135,Sugarcane,Bagasse,1331.7,2026-08-01,Evening,Yes,Tractor,23.0
FRM01270,Rakesh Kumhar,Budhana,Muzaffarnagar,Uttar Pradesh,29.426004,77.790877,Paddy,Straw,984.8,2026-07-29,Morning,Yes,Tractor,22.2
FRM01271,Phool Singh,Mohanlalganj,Lucknow,Uttar Pradesh,26.565179,81.096114,Maize,Residue,550.6,2026-08-02,Afternoon,Yes,Pickup Van,10.8
FRM01272,Arvind Pandey,Jalesar,Etah,Uttar Pradesh,27.450369,78.384872,Paddy,Straw,463.9,2026-08-14,Evening,Yes,Mini Truck,20.6
FRM01273,Shivkumar Tiwari,Malihabad,Lucknow,Uttar Pradesh,27.102569,80.745904,Maize,Residue,1147.9,2026-08-17,Morning,No,Tractor,18.3
FRM01274,Devendra Mallah,Kurawali,Mainpuri,Uttar Pradesh,27.11113,79.013465,Wheat,Straw,307.3,2026-08-13,Evening,Yes,Mini Truck,21.8
FRM01275,Mahesh Lohar,Sunti,Panipat,Haryana,29.473559,77.006672,Sugarcane,Bagasse,1640.1,2026-08-09,Morning,Yes,Mini Truck,13.3
FRM01276,Rakesh Bajpai,Vrindavan,Mathura,Uttar Pradesh,27.313141,77.846552,Wheat,Straw,1104.4,2026-08-06,Afternoon,Yes,Tractor,17.0
FRM01277,Kamlesh Baghel,Pindra,Varanasi,Uttar Pradesh,25.509384,82.962641,Wheat,Straw,1669.9,2026-08-06,Evening,Yes,Pickup Van,21.3
FRM01278,Badri Mallah,Mat,Mathura,Uttar Pradesh,27.539397,77.847274,Sugarcane,Bagasse,1350.8,2026-07-25,Evening,Yes,Bullock Cart,21.4
FRM01279,Shyamlal Kumar,Atrauli,Aligarh,Uttar Pradesh,28.024378,78.142489,Mustard,Stalk,878.7,2026-08-10,Morning,No,Bullock Cart,12.3
FRM01280,Dinesh Rai,Purqazi,Muzaffarnagar,Uttar Pradesh,29.336295,77.53541,Sugarcane,Bagasse,1882.5,2026-08-06,Evening,Yes,Mini Truck,16.8
FRM01281,Lalit Agarwal,Shahpur,Muzaffarnagar,Uttar Pradesh,29.508962,77.761758,Cotton,Stalk,424.7,2026-08-12,Evening,No,Bullock Cart,10.9
FRM01282,Ganesh Lodhi,Iglas,Aligarh,Uttar Pradesh,27.905754,78.270411,Wheat,Straw,1491.7,2026-07-31,Morning,Yes,Pickup Van,17.0
FRM01283,Ramlal Bansal,Panwari,Sambhal,Uttar Pradesh,28.630894,78.476152,Paddy,Straw,1713.8,2026-08-03,Morning,Yes,Pickup Van,14.4
FRM01284,Ajay Saxena,Nawabganj,Bareilly,Uttar Pradesh,28.243094,79.395691,Bajra,Residue,1102.6,2026-07-27,Afternoon,Yes,Mini Truck,8.4
FRM01285,Ajay Chauhan,Pindra,Varanasi,Uttar Pradesh,25.555755,82.912707,Maize,Residue,1123.1,2026-08-11,Evening,Yes,Tractor,14.3
FRM01286,Bharat Joshi,Khurja,Bulandshahr,Uttar Pradesh,28.543768,78.003487,Cotton,Stalk,473.9,2026-08-14,Morning,No,Tractor,12.9
FRM01287,Naresh Mishra,Machhara,Meerut,Uttar Pradesh,29.002183,77.519918,Wheat,Straw,732.9,2026-08-06,Evening,Yes,Tractor,20.1
FRM01288,Bharat Verma,Fatehpur Sikri,Agra,Uttar Pradesh,26.978799,77.864591,Sugarcane,Bagasse,1331.0,2026-08-12,Morning,Yes,Tractor,11.4
FRM01289,Sunil Patel,Meerganj,Bareilly,Uttar Pradesh,28.303644,79.558663,Mustard,Stalk,751.0,2026-08-23,Evening,No,Bullock Cart,24.3
FRM01290,Bankey Singh,Kiraoli,Agra,Uttar Pradesh,27.560163,77.911541,Maize,Residue,834.3,2026-08-23,Morning,Yes,Tractor,8.1
FRM01291,Omprakash Nishad,Padrauna,Gorakhpur,Uttar Pradesh,26.655634,83.55174,Paddy,Straw,1155.5,2026-08-01,Evening,Yes,Mini Truck,23.7
FRM01292,Chandrabhan Yadav,Shahpur,Muzaffarnagar,Uttar Pradesh,29.677982,77.900548,Mustard,Stalk,894.1,2026-08-06,Afternoon,Yes,Tractor,19.6
FRM01293,Mukesh Singh,Kiraoli,Agra,Uttar Pradesh,26.887544,77.787592,Cotton,Stalk,732.5,2026-08-03,Morning,Yes,Mini Truck,9.9
FRM01294,Ajay Chauhan,Sahjanwa,Gorakhpur,Uttar Pradesh,26.768979,83.168817,Maize,Residue,320.7,2026-08-13,Evening,Yes,Tractor,11.7
FRM01295,Pappu Thakur,Deoband,Saharanpur,Uttar Pradesh,30.104007,77.617187,Cotton,Stalk,1043.0,2026-08-10,Evening,Yes,Pickup Van,13.0
FRM01296,Shyamlal Verma,Koraon,Prayagraj,Uttar Pradesh,25.467585,81.667617,Bajra,Residue,571.5,2026-08-17,Morning,Yes,Tractor,24.4
FRM01297,Shyamlal Joshi,Alamnagar,Lucknow,Uttar Pradesh,26.700803,81.119606,Paddy,Straw,1594.0,2026-07-29,Evening,Yes,Tractor,8.5
FRM01298,Badri Nishad,Pinahat,Agra,Uttar Pradesh,27.240075,78.133469,Wheat,Straw,1662.2,2026-07-30,Afternoon,Yes,Mini Truck,16.7
FRM01299,Mukesh Agarwal,Malihabad,Lucknow,Uttar Pradesh,26.93791,80.783673,Paddy,Straw,686.4,2026-08-19,Evening,No,Bullock Cart,17.4
FRM01300,Pradeep Mittal,Pilkhuwa,Meerut,Uttar Pradesh,28.963962,77.461975,Paddy,Straw,574.0,2026-08-17,Morning,Yes,Mini Truck,14.4
FRM01301,Brijlal Maurya,Thakurdwara,Moradabad,Uttar Pradesh,28.795608,78.739656,Bajra,Residue,738.9,2026-08-03,Afternoon,Yes,Bullock Cart,9.1
FRM01302,Phool Jain,Karera,Gwalior,Madhya Pradesh,26.126961,78.130397,Cotton,Stalk,786.2,2026-08-18,Evening,Yes,Tractor,18.6
FRM01303,Rakesh Bind,Bhopa,Muzaffarnagar,Uttar Pradesh,29.247238,77.630993,Maize,Residue,1046.3,2026-08-21,Afternoon,Yes,Mini Truck,20.9
FRM01304,Hariom Tripathi,Akabarpur,Mainpuri,Uttar Pradesh,27.047663,78.914604,Wheat,Straw,761.2,2026-07-25,Evening,No,Bullock Cart,9.8
FRM01305,Lalit Kumhar,Samrala,Ludhiana,Punjab,30.975011,75.796494,Wheat,Straw,411.4,2026-08-06,Evening,Yes,Bullock Cart,24.5
FRM01306,Bharat Agarwal,Bilari,Moradabad,Uttar Pradesh,29.03628,78.760891,Cotton,Stalk,602.9,2026-08-22,Morning,Yes,Tractor,15.1
FRM01307,Brijesh Jain,Chauri Chaura,Gorakhpur,Uttar Pradesh,26.90444,83.368401,Wheat,Straw,1389.8,2026-08-05,Evening,Yes,Bullock Cart,18.2
FRM01308,Omprakash Vishwakarma,Bahjoi,Sambhal,Uttar Pradesh,28.595968,78.332052,Maize,Residue,1356.2,2026-08-22,Evening,Yes,Tractor,24.3
FRM01309,Yogendra Patel,Handia,Prayagraj,Uttar Pradesh,25.298723,82.058332,Wheat,Straw,1561.7,2026-07-29,Afternoon,Yes,Tractor,17.3
FRM01310,Bankey Mallah,Campierganj,Gorakhpur,Uttar Pradesh,26.602415,83.606854,Paddy,Straw,971.1,2026-08-15,Evening,No,Bullock Cart,15.2
FRM01311,Dharmendra Sharma,Sarsawa,Saharanpur,Uttar Pradesh,30.248395,77.809925,Wheat,Straw,425.6,2026-08-18,Afternoon,No,Tractor,18.0
FRM01312,Rajesh Tiwari,Mursan,Hathras,Uttar Pradesh,27.632912,77.988565,Paddy,Straw,1268.3,2026-08-13,Afternoon,No,Tractor,16.7
FRM01313,Virendra Yadav,Shikohabad,Firozabad,Uttar Pradesh,27.171411,78.248208,Paddy,Straw,509.3,2026-08-20,Morning,Yes,Tractor,18.4
FRM01314,Bhola Sonar,Saidabad,Prayagraj,Uttar Pradesh,25.405364,82.010055,Paddy,Straw,1380.4,2026-08-07,Morning,Yes,Mini Truck,8.9
FRM01315,Yogesh Srivastava,Sidhwan Bet,Ludhiana,Punjab,30.724799,75.63857,Maize,Residue,408.7,2026-07-25,Afternoon,Yes,Mini Truck,12.8
FRM01316,Kamlesh Baghel,Nandgaon,Mathura,Uttar Pradesh,27.447831,77.380125,Cotton,Stalk,755.9,2026-08-11,Morning,Yes,Mini Truck,13.9
FRM01317,Ganesh Verma,Meham,Rohtak,Haryana,29.093475,76.694934,Wheat,Straw,1119.4,2026-07-27,Morning,Yes,Mini Truck,17.1
FRM01318,Bharat Srivastava,Raikot,Ludhiana,Punjab,30.776624,76.148726,Paddy,Straw,1665.3,2026-08-08,Evening,No,Bullock Cart,14.8
FRM01319,Jitendra Vishwakarma,Bilari,Moradabad,Uttar Pradesh,28.930641,78.822846,Paddy,Straw,1400.5,2026-08-10,Evening,Yes,Mini Truck,12.0
FRM01320,Bhola Sonar,Khadoor Sahib,Amritsar,Punjab,31.553082,74.952226,Paddy,Straw,1268.6,2026-08-02,Evening,Yes,Bullock Cart,13.0
FRM01321,Vijay Pandey,Fatehpur,Saharanpur,Uttar Pradesh,30.095101,77.701323,Paddy,Straw,1507.9,2026-08-03,Morning,Yes,Tractor,15.3
FRM01322,Dharmendra Sonar,Bithiri Chainpur,Bareilly,Uttar Pradesh,28.638917,79.245712,Cotton,Stalk,287.4,2026-07-25,Morning,No,Bullock Cart,11.2
FRM01323,Ramlal Bansal,Sewapuri,Varanasi,Uttar Pradesh,25.43356,83.230258,Sugarcane,Bagasse,1955.3,2026-08-11,Afternoon,Yes,Mini Truck,10.9
FRM01324,Sunil Sahu,Meja,Prayagraj,Uttar Pradesh,25.457129,82.055962,Mustard,Stalk,585.4,2026-08-21,Evening,Yes,Mini Truck,22.9
FRM01325,Lokesh Lodhi,Govardhan,Mathura,Uttar Pradesh,27.530919,77.962652,Sugarcane,Bagasse,1494.8,2026-08-14,Afternoon,Yes,Bullock Cart,17.3
FRM01326,Jitendra Chaudhary,Sarsaul,Kanpur,Uttar Pradesh,26.818244,80.480661,Wheat,Straw,899.4,2026-07-29,Morning,Yes,Tractor,21.3
FRM01327,Jitendra Maurya,Pinahat,Agra,Uttar Pradesh,27.244762,77.901858,Wheat,Straw,444.6,2026-08-15,Evening,Yes,Pickup Van,24.9
FRM01328,Surendra Rai,Sanghi,Rohtak,Haryana,28.846204,76.489164,Maize,Residue,832.0,2026-07-30,Morning,No,Tractor,21.1
FRM01329,Brijesh Sharma,Jandiala Guru,Amritsar,Punjab,31.431639,74.795796,Wheat,Straw,1303.4,2026-08-19,Evening,Yes,Bullock Cart,17.2
FRM01330,Anil Lohar,Nagla Bhatt,Hathras,Uttar Pradesh,27.563496,77.969244,Wheat,Straw,1480.5,2026-08-02,Evening,No,Bullock Cart,20.2
FRM01331,Fullu Sharma,Rampur Maniharan,Saharanpur,Uttar Pradesh,29.946084,77.307361,Cotton,Stalk,411.9,2026-08-11,Evening,Yes,Pickup Van,15.7
FRM01332,Rajkumar Singh,Amroha,Moradabad,Uttar Pradesh,28.685173,78.832484,Wheat,Straw,1156.3,2026-08-09,Morning,Yes,Bullock Cart,15.6
FRM01333,Jitendra Chaudhary,Asthal Bohar,Rohtak,Haryana,28.778703,76.642928,Bajra,Residue,169.8,2026-08-08,Afternoon,No,Bullock Cart,18.7
FRM01334,Shyamlal Sharma,Salempur,Hathras,Uttar Pradesh,27.476361,77.993127,Maize,Residue,315.5,2026-08-04,Evening,Yes,Mini Truck,22.2
FRM01335,Suresh Jain,Shikohabad,Mainpuri,Uttar Pradesh,27.012887,78.971084,Wheat,Straw,494.5,2026-08-01,Afternoon,Yes,Tractor,18.6
FRM01336,Badri Thakur,Raza Nagar,Sambhal,Uttar Pradesh,28.458121,78.68771,Sugarcane,Bagasse,352.1,2026-08-02,Evening,Yes,Pickup Van,10.1
FRM01337,Kamlesh Verma,Purqazi,Muzaffarnagar,Uttar Pradesh,29.560328,77.902758,Cotton,Stalk,315.7,2026-08-20,Evening,Yes,Mini Truck,14.0
FRM01338,Santosh Dwivedi,Bilari,Moradabad,Uttar Pradesh,28.815959,78.435113,Mustard,Stalk,300.0,2026-08-11,Evening,No,Tractor,24.0
FRM01339,Santosh Rai,Kiraoli,Agra,Uttar Pradesh,27.101327,77.846531,Maize,Residue,1111.4,2026-07-30,Afternoon,Yes,Bullock Cart,23.8
FRM01340,Girish Thakur,Mullanpur,Ludhiana,Punjab,30.955577,76.160469,Sugarcane,Bagasse,1628.9,2026-08-01,Evening,Yes,Pickup Van,14.3
FRM01341,Vijay Dubey,Nandgaon,Mathura,Uttar Pradesh,27.363508,77.505752,Bajra,Residue,714.6,2026-08-04,Afternoon,No,Tractor,8.3
FRM01342,Ramkumar Mallah,Chhata,Mathura,Uttar Pradesh,27.407243,77.902889,Maize,Residue,204.3,2026-08-23,Afternoon,Yes,Tractor,22.2
FRM01343,Jagram Rastogi,Tundla,Firozabad,Uttar Pradesh,27.113099,78.475052,Paddy,Straw,782.8,2026-07-27,Afternoon,Yes,Tractor,14.7
FRM01344,Pradeep Rastogi,Daurala,Meerut,Uttar Pradesh,29.010225,77.827163,Mustard,Stalk,835.8,2026-08-21,Evening,Yes,Pickup Van,16.1
FRM01345,Deepak Patel,Baldeo,Mathura,Uttar Pradesh,27.625589,77.639325,Cotton,Stalk,807.6,2026-08-18,Morning,Yes,Tractor,9.9
FRM01346,Girish Verma,Saidabad,Prayagraj,Uttar Pradesh,25.532427,81.813539,Sugarcane,Bagasse,1254.5,2026-08-20,Morning,Yes,Tractor,18.3
FRM01347,Bhola Agrawal,Baghpat,Meerut,Uttar Pradesh,28.730024,77.683545,Wheat,Straw,1796.8,2026-08-11,Afternoon,Yes,Bullock Cart,23.9
FRM01348,Shyamlal Jain,Padrauna,Gorakhpur,Uttar Pradesh,26.471622,83.542847,Sugarcane,Bagasse,807.7,2026-08-09,Evening,Yes,Tractor,10.8
FRM01349,Anil Kumhar,Shahpur,Muzaffarnagar,Uttar Pradesh,29.280896,77.49858,Bajra,Residue,976.3,2026-08-16,Evening,Yes,Mini Truck,13.4
FRM01350,Girish Soni,Khanpur Kolian,Panipat,Haryana,29.65967,76.908077,Bajra,Residue,127.9,2026-07-25,Morning,Yes,Pickup Van,23.9
FRM01351,Dinesh Joshi,Modinagar,Meerut,Uttar Pradesh,28.897112,77.590254,Paddy,Straw,1603.8,2026-08-20,Morning,Yes,Pickup Van,23.0
FRM01352,Virendra Mallah,Mahavan,Mathura,Uttar Pradesh,27.467831,77.712452,Cotton,Stalk,568.3,2026-08-15,Morning,Yes,Tractor,20.5
